1. Ano,2. Nome Região (Portugal),3. Âmbito Geográfico,4. Filtro 1,5. Filtro 2,7. Escala,9. Valor
2022.0,Vila Nova de Cerveira,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2022.0,Vila Nova de Cerveira,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,0.0
2022.0,Vila Nova de Cerveira,Município,Total,10º ano,% dos alunos,5.2
2022.0,Vila Nova de Cerveira,Município,Total,11º ano,% dos alunos,0.0
2022.0,Vila Nova de Cerveira,Município,Total,12º ano,% dos alunos,3.3
2022.0,Vila Nova de Cerveira,Município,Total,Total,% dos alunos,3.1
2022.0,Vila Nova de Famalicão,Município,Cursos gerais,10º ano,% dos alunos,5.2
2022.0,Vila Nova de Famalicão,Município,Cursos gerais,11º ano,% dos alunos,1.0
2022.0,Vila Nova de Famalicão,Município,Cursos gerais,12º ano,% dos alunos,5.4
2022.0,Vila Nova de Famalicão,Município,Cursos gerais,Total,% dos alunos,4.0
2022.0,Vila Nova de Famalicão,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.7
2022.0,Vila Nova de Famalicão,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.1
2022.0,Vila Nova de Famalicão,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,6.9
2022.0,Vila Nova de Famalicão,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.2
2022.0,Vila Nova de Famalicão,Município,Total,10º ano,% dos alunos,4.5
2022.0,Vila Nova de Famalicão,Município,Total,11º ano,% dos alunos,2.9
2022.0,Vila Nova de Famalicão,Município,Total,12º ano,% dos alunos,6.1
2022.0,Vila Nova de Famalicão,Município,Total,Total,% dos alunos,4.5
2022.0,Vila Nova de Foz Côa,Município,Cursos gerais,10º ano,% dos alunos,3.3
2022.0,Vila Nova de Foz Côa,Município,Cursos gerais,11º ano,% dos alunos,0.0
2022.0,Vila Nova de Foz Côa,Município,Cursos gerais,12º ano,% dos alunos,3.6
2022.0,Vila Nova de Foz Côa,Município,Cursos gerais,Total,% dos alunos,2.7
2022.0,Vila Nova de Foz Côa,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2022.0,Vila Nova de Foz Côa,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2022.0,Vila Nova de Foz Côa,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2022.0,Vila Nova de Foz Côa,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2022.0,Vila Nova de Foz Côa,Município,Total,10º ano,% dos alunos,3.3
2022.0,Vila Nova de Foz Côa,Município,Total,11º ano,% dos alunos,0.0
2022.0,Vila Nova de Foz Côa,Município,Total,12º ano,% dos alunos,3.6
2022.0,Vila Nova de Foz Côa,Município,Total,Total,% dos alunos,2.7
2022.0,Vila Nova de Gaia,Município,Cursos gerais,10º ano,% dos alunos,10.8
2022.0,Vila Nova de Gaia,Município,Cursos gerais,11º ano,% dos alunos,4.5
2022.0,Vila Nova de Gaia,Município,Cursos gerais,12º ano,% dos alunos,9.4
2022.0,Vila Nova de Gaia,Município,Cursos gerais,Total,% dos alunos,8.3
2022.0,Vila Nova de Gaia,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.7
2022.0,Vila Nova de Gaia,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.7
2022.0,Vila Nova de Gaia,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,7.6
2022.0,Vila Nova de Gaia,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,4.6
2022.0,Vila Nova de Gaia,Município,Total,10º ano,% dos alunos,7.0
2022.0,Vila Nova de Gaia,Município,Total,11º ano,% dos alunos,3.5
2022.0,Vila Nova de Gaia,Município,Total,12º ano,% dos alunos,8.4
2022.0,Vila Nova de Gaia,Município,Total,Total,% dos alunos,6.3
2022.0,Vila Nova de Paiva,Município,Cursos gerais,10º ano,% dos alunos,11.5
2022.0,Vila Nova de Paiva,Município,Cursos gerais,11º ano,% dos alunos,4.5
2022.0,Vila Nova de Paiva,Município,Cursos gerais,12º ano,% dos alunos,7.1
2022.0,Vila Nova de Paiva,Município,Cursos gerais,Total,% dos alunos,7.9
2022.0,Vila Nova de Paiva,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2022.0,Vila Nova de Paiva,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2022.0,Vila Nova de Paiva,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,18.2
2022.0,Vila Nova de Paiva,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,4.5
2022.0,Vila Nova de Paiva,Município,Total,10º ano,% dos alunos,6.1
2022.0,Vila Nova de Paiva,Município,Total,11º ano,% dos alunos,3.1
2022.0,Vila Nova de Paiva,Município,Total,12º ano,% dos alunos,10.3
2022.0,Vila Nova de Paiva,Município,Total,Total,% dos alunos,6.7
2022.0,Vila Nova de Poiares,Município,Cursos gerais,10º ano,% dos alunos,9.5
2022.0,Vila Nova de Poiares,Município,Cursos gerais,11º ano,% dos alunos,4.3
2022.0,Vila Nova de Poiares,Município,Cursos gerais,12º ano,% dos alunos,6.9
2022.0,Vila Nova de Poiares,Município,Cursos gerais,Total,% dos alunos,6.8
2022.0,Vila Nova de Poiares,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2022.0,Vila Nova de Poiares,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,10.0
2022.0,Vila Nova de Poiares,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2022.0,Vila Nova de Poiares,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,2.0
2022.0,Vila Nova de Poiares,Município,Total,10º ano,% dos alunos,5.6
2022.0,Vila Nova de Poiares,Município,Total,11º ano,% dos alunos,6.1
2022.0,Vila Nova de Poiares,Município,Total,12º ano,% dos alunos,3.8
2022.0,Vila Nova de Poiares,Município,Total,Total,% dos alunos,4.9
2022.0,Vila Pouca de Aguiar,Município,Cursos gerais,10º ano,% dos alunos,8.6
2022.0,Vila Pouca de Aguiar,Município,Cursos gerais,11º ano,% dos alunos,0.0
2022.0,Vila Pouca de Aguiar,Município,Cursos gerais,12º ano,% dos alunos,8.5
2022.0,Vila Pouca de Aguiar,Município,Cursos gerais,Total,% dos alunos,5.8
2022.0,Vila Pouca de Aguiar,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,2.8
2022.0,Vila Pouca de Aguiar,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,9.5
2022.0,Vila Pouca de Aguiar,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,5.7
2022.0,Vila Pouca de Aguiar,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.4
2022.0,Vila Pouca de Aguiar,Município,Total,10º ano,% dos alunos,6.4
2022.0,Vila Pouca de Aguiar,Município,Total,11º ano,% dos alunos,2.7
2022.0,Vila Pouca de Aguiar,Município,Total,12º ano,% dos alunos,7.4
2022.0,Vila Pouca de Aguiar,Município,Total,Total,% dos alunos,5.7
2022.0,Vila Real,Município,Cursos gerais,10º ano,% dos alunos,7.6
2022.0,Vila Real,Município,Cursos gerais,11º ano,% dos alunos,1.8
2022.0,Vila Real,Município,Cursos gerais,12º ano,% dos alunos,6.7
2022.0,Vila Real,Município,Cursos gerais,Total,% dos alunos,5.5
2022.0,Vila Real,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.3
2022.0,Vila Real,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,8.1
2022.0,Vila Real,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.0
2022.0,Vila Real,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.8
2022.0,Vila Real,Município,Total,10º ano,% dos alunos,7.0
2022.0,Vila Real,Município,Total,11º ano,% dos alunos,3.4
2022.0,Vila Real,Município,Total,12º ano,% dos alunos,8.0
2022.0,Vila Real,Município,Total,Total,% dos alunos,6.2
2022.0,Vila Real de Santo António,Município,Cursos gerais,10º ano,% dos alunos,4.8
2022.0,Vila Real de Santo António,Município,Cursos gerais,11º ano,% dos alunos,3.8
2022.0,Vila Real de Santo António,Município,Cursos gerais,12º ano,% dos alunos,12.9
2022.0,Vila Real de Santo António,Município,Cursos gerais,Total,% dos alunos,6.6
2022.0,Vila Real de Santo António,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,13.6
2022.0,Vila Real de Santo António,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.3
2022.0,Vila Real de Santo António,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,29.3
2022.0,Vila Real de Santo António,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,14.4
2022.0,Vila Real de Santo António,Município,Total,10º ano,% dos alunos,8.4
2022.0,Vila Real de Santo António,Município,Total,11º ano,% dos alunos,4.7
2022.0,Vila Real de Santo António,Município,Total,12º ano,% dos alunos,17.9
2022.0,Vila Real de Santo António,Município,Total,Total,% dos alunos,9.4
2022.0,Vila Velha de Ródão,Município,Cursos gerais,10º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Cursos gerais,11º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Cursos gerais,12º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Cursos gerais,Total,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Total,10º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Total,11º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Total,12º ano,% dos alunos,
2022.0,Vila Velha de Ródão,Município,Total,Total,% dos alunos,
2022.0,Vila Verde,Município,Cursos gerais,10º ano,% dos alunos,3.2
2022.0,Vila Verde,Município,Cursos gerais,11º ano,% dos alunos,0.9
2022.0,Vila Verde,Município,Cursos gerais,12º ano,% dos alunos,6.0
2022.0,Vila Verde,Município,Cursos gerais,Total,% dos alunos,3.4
2022.0,Vila Verde,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,7.1
2022.0,Vila Verde,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,1.8
2022.0,Vila Verde,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,1.7
2022.0,Vila Verde,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,3.6
2022.0,Vila Verde,Município,Total,10º ano,% dos alunos,5.2
2022.0,Vila Verde,Município,Total,11º ano,% dos alunos,1.4
2022.0,Vila Verde,Município,Total,12º ano,% dos alunos,3.8
2022.0,Vila Verde,Município,Total,Total,% dos alunos,3.5
2022.0,Vila Viçosa,Município,Cursos gerais,10º ano,% dos alunos,16.1
2022.0,Vila Viçosa,Município,Cursos gerais,11º ano,% dos alunos,1.1
2022.0,Vila Viçosa,Município,Cursos gerais,12º ano,% dos alunos,9.5
2022.0,Vila Viçosa,Município,Cursos gerais,Total,% dos alunos,9.1
2022.0,Vila Viçosa,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.0
2022.0,Vila Viçosa,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,0.0
2022.0,Vila Viçosa,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,0.0
2022.0,Vila Viçosa,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,1.7
2022.0,Vila Viçosa,Município,Total,10º ano,% dos alunos,13.6
2022.0,Vila Viçosa,Município,Total,11º ano,% dos alunos,0.9
2022.0,Vila Viçosa,Município,Total,12º ano,% dos alunos,8.4
2022.0,Vila Viçosa,Município,Total,Total,% dos alunos,7.8
2022.0,Vimioso,Município,Cursos gerais,10º ano,% dos alunos,
2022.0,Vimioso,Município,Cursos gerais,11º ano,% dos alunos,
2022.0,Vimioso,Município,Cursos gerais,12º ano,% dos alunos,
2022.0,Vimioso,Município,Cursos gerais,Total,% dos alunos,
2022.0,Vimioso,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2022.0,Vimioso,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2022.0,Vimioso,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2022.0,Vimioso,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2022.0,Vimioso,Município,Total,10º ano,% dos alunos,
2022.0,Vimioso,Município,Total,11º ano,% dos alunos,
2022.0,Vimioso,Município,Total,12º ano,% dos alunos,
2022.0,Vimioso,Município,Total,Total,% dos alunos,
2022.0,Vinhais,Município,Cursos gerais,10º ano,% dos alunos,13.9
2022.0,Vinhais,Município,Cursos gerais,11º ano,% dos alunos,13.0
2022.0,Vinhais,Município,Cursos gerais,12º ano,% dos alunos,2.7
2022.0,Vinhais,Município,Cursos gerais,Total,% dos alunos,9.4
2022.0,Vinhais,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2022.0,Vinhais,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2022.0,Vinhais,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2022.0,Vinhais,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2022.0,Vinhais,Município,Total,10º ano,% dos alunos,13.9
2022.0,Vinhais,Município,Total,11º ano,% dos alunos,13.0
2022.0,Vinhais,Município,Total,12º ano,% dos alunos,2.7
2022.0,Vinhais,Município,Total,Total,% dos alunos,9.4
2022.0,Viseu,Município,Cursos gerais,10º ano,% dos alunos,11.9
2022.0,Viseu,Município,Cursos gerais,11º ano,% dos alunos,2.9
2022.0,Viseu,Município,Cursos gerais,12º ano,% dos alunos,9.1
2022.0,Viseu,Município,Cursos gerais,Total,% dos alunos,8.1
2022.0,Viseu,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.9
2022.0,Viseu,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,2.4
2022.0,Viseu,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,18.1
2022.0,Viseu,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.5
2022.0,Viseu,Município,Total,10º ano,% dos alunos,9.5
2022.0,Viseu,Município,Total,11º ano,% dos alunos,2.7
2022.0,Viseu,Município,Total,12º ano,% dos alunos,12.3
2022.0,Viseu,Município,Total,Total,% dos alunos,8.2
2022.0,Vizela,Município,Cursos gerais,10º ano,% dos alunos,2.6
2022.0,Vizela,Município,Cursos gerais,11º ano,% dos alunos,0.6
2022.0,Vizela,Município,Cursos gerais,12º ano,% dos alunos,5.7
2022.0,Vizela,Município,Cursos gerais,Total,% dos alunos,3.0
2022.0,Vizela,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,9.8
2022.0,Vizela,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.0
2022.0,Vizela,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,5.3
2022.0,Vizela,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,7.4
2022.0,Vizela,Município,Total,10º ano,% dos alunos,5.1
2022.0,Vizela,Município,Total,11º ano,% dos alunos,1.8
2022.0,Vizela,Município,Total,12º ano,% dos alunos,5.6
2022.0,Vizela,Município,Total,Total,% dos alunos,4.2
2022.0,Vouzela,Município,Cursos gerais,10º ano,% dos alunos,15.9
2022.0,Vouzela,Município,Cursos gerais,11º ano,% dos alunos,2.5
2022.0,Vouzela,Município,Cursos gerais,12º ano,% dos alunos,11.1
2022.0,Vouzela,Município,Cursos gerais,Total,% dos alunos,10.0
2022.0,Vouzela,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,4.8
2022.0,Vouzela,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.6
2022.0,Vouzela,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,4.1
2022.0,Vouzela,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,4.8
2022.0,Vouzela,Município,Total,10º ano,% dos alunos,7.7
2022.0,Vouzela,Município,Total,11º ano,% dos alunos,4.6
2022.0,Vouzela,Município,Total,12º ano,% dos alunos,6.4
2022.0,Vouzela,Município,Total,Total,% dos alunos,6.4
2023.0,Abrantes,Município,Cursos gerais,10º ano,% dos alunos,13.9
2023.0,Abrantes,Município,Cursos gerais,11º ano,% dos alunos,3.3
2023.0,Abrantes,Município,Cursos gerais,12º ano,% dos alunos,9.0
2023.0,Abrantes,Município,Cursos gerais,Total,% dos alunos,8.8
2023.0,Abrantes,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,9.4
2023.0,Abrantes,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.0
2023.0,Abrantes,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,7.2
2023.0,Abrantes,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.0
2023.0,Abrantes,Município,Total,10º ano,% dos alunos,12.4
2023.0,Abrantes,Município,Total,11º ano,% dos alunos,4.4
2023.0,Abrantes,Município,Total,12º ano,% dos alunos,8.4
2023.0,Abrantes,Município,Total,Total,% dos alunos,8.5
2023.0,Águeda,Município,Cursos gerais,10º ano,% dos alunos,13.0
2023.0,Águeda,Município,Cursos gerais,11º ano,% dos alunos,2.8
2023.0,Águeda,Município,Cursos gerais,12º ano,% dos alunos,5.6
2023.0,Águeda,Município,Cursos gerais,Total,% dos alunos,7.3
2023.0,Águeda,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,6.0
2023.0,Águeda,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.4
2023.0,Águeda,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,4.2
2023.0,Águeda,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.9
2023.0,Águeda,Município,Total,10º ano,% dos alunos,10.2
2023.0,Águeda,Município,Total,11º ano,% dos alunos,4.5
2023.0,Águeda,Município,Total,12º ano,% dos alunos,5.1
2023.0,Águeda,Município,Total,Total,% dos alunos,6.8
2023.0,Aguiar da Beira,Município,Cursos gerais,10º ano,% dos alunos,7.0
2023.0,Aguiar da Beira,Município,Cursos gerais,11º ano,% dos alunos,0.0
2023.0,Aguiar da Beira,Município,Cursos gerais,12º ano,% dos alunos,6.7
2023.0,Aguiar da Beira,Município,Cursos gerais,Total,% dos alunos,4.1
2023.0,Aguiar da Beira,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,18.2
2023.0,Aguiar da Beira,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2023.0,Aguiar da Beira,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,14.3
2023.0,Aguiar da Beira,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,16.7
2023.0,Aguiar da Beira,Município,Total,10º ano,% dos alunos,9.3
2023.0,Aguiar da Beira,Município,Total,11º ano,% dos alunos,0.0
2023.0,Aguiar da Beira,Município,Total,12º ano,% dos alunos,8.1
2023.0,Aguiar da Beira,Município,Total,Total,% dos alunos,5.7
2023.0,Alandroal,Município,Cursos gerais,10º ano,% dos alunos,
2023.0,Alandroal,Município,Cursos gerais,11º ano,% dos alunos,
2023.0,Alandroal,Município,Cursos gerais,12º ano,% dos alunos,
2023.0,Alandroal,Município,Cursos gerais,Total,% dos alunos,
2023.0,Alandroal,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2023.0,Alandroal,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2023.0,Alandroal,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2023.0,Alandroal,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2023.0,Alandroal,Município,Total,10º ano,% dos alunos,
2023.0,Alandroal,Município,Total,11º ano,% dos alunos,
2023.0,Alandroal,Município,Total,12º ano,% dos alunos,
2023.0,Alandroal,Município,Total,Total,% dos alunos,
2023.0,Albergaria-a-Velha,Município,Cursos gerais,10º ano,% dos alunos,15.0
2023.0,Albergaria-a-Velha,Município,Cursos gerais,11º ano,% dos alunos,7.3
2023.0,Albergaria-a-Velha,Município,Cursos gerais,12º ano,% dos alunos,6.6
2023.0,Albergaria-a-Velha,Município,Cursos gerais,Total,% dos alunos,9.5
2023.0,Albergaria-a-Velha,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,3.6
2023.0,Albergaria-a-Velha,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,5.6
2023.0,Albergaria-a-Velha,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,6.8
2023.0,Albergaria-a-Velha,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,5.2
2023.0,Albergaria-a-Velha,Município,Total,10º ano,% dos alunos,7.6
2023.0,Albergaria-a-Velha,Município,Total,11º ano,% dos alunos,6.3
2023.0,Albergaria-a-Velha,Município,Total,12º ano,% dos alunos,6.7
2023.0,Albergaria-a-Velha,Município,Total,Total,% dos alunos,6.9
2023.0,Albufeira,Município,Cursos gerais,10º ano,% dos alunos,14.6
2023.0,Albufeira,Município,Cursos gerais,11º ano,% dos alunos,11.3
2023.0,Albufeira,Município,Cursos gerais,12º ano,% dos alunos,15.6
2023.0,Albufeira,Município,Cursos gerais,Total,% dos alunos,13.9
2023.0,Albufeira,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,15.5
2023.0,Albufeira,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,9.1
2023.0,Albufeira,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,30.6
2023.0,Albufeira,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,17.0
2023.0,Albufeira,Município,Total,10º ano,% dos alunos,15.0
2023.0,Albufeira,Município,Total,11º ano,% dos alunos,10.6
2023.0,Albufeira,Município,Total,12º ano,% dos alunos,19.6
2023.0,Albufeira,Município,Total,Total,% dos alunos,14.9
2023.0,Alcácer do Sal,Município,Cursos gerais,10º ano,% dos alunos,9.5
2023.0,Alcácer do Sal,Município,Cursos gerais,11º ano,% dos alunos,4.4
2023.0,Alcácer do Sal,Município,Cursos gerais,12º ano,% dos alunos,8.5
2023.0,Alcácer do Sal,Município,Cursos gerais,Total,% dos alunos,7.5
2023.0,Alcácer do Sal,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,47.6
2023.0,Alcácer do Sal,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,18.5
2023.0,Alcácer do Sal,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,9.1
2023.0,Alcácer do Sal,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,27.1
2023.0,Alcácer do Sal,Município,Total,10º ano,% dos alunos,17.9
2023.0,Alcácer do Sal,Município,Total,11º ano,% dos alunos,8.4
2023.0,Alcácer do Sal,Município,Total,12º ano,% dos alunos,8.5
2023.0,Alcácer do Sal,Município,Total,Total,% dos alunos,11.8
2023.0,Alcanena,Município,Cursos gerais,10º ano,% dos alunos,5.5
2023.0,Alcanena,Município,Cursos gerais,11º ano,% dos alunos,0.0
2023.0,Alcanena,Município,Cursos gerais,12º ano,% dos alunos,5.8
2023.0,Alcanena,Município,Cursos gerais,Total,% dos alunos,3.4
2023.0,Alcanena,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2023.0,Alcanena,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,7.1
2023.0,Alcanena,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,9.3
2023.0,Alcanena,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,6.3
2023.0,Alcanena,Município,Total,10º ano,% dos alunos,4.1
2023.0,Alcanena,Município,Total,11º ano,% dos alunos,1.7
2023.0,Alcanena,Município,Total,12º ano,% dos alunos,7.1
2023.0,Alcanena,Município,Total,Total,% dos alunos,4.3
2023.0,Alcobaça,Município,Cursos gerais,10º ano,% dos alunos,9.2
2023.0,Alcobaça,Município,Cursos gerais,11º ano,% dos alunos,1.7
2023.0,Alcobaça,Município,Cursos gerais,12º ano,% dos alunos,7.6
2023.0,Alcobaça,Município,Cursos gerais,Total,% dos alunos,6.5
2023.0,Alcobaça,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,6.4
2023.0,Alcobaça,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.6
2023.0,Alcobaça,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,19.6
2023.0,Alcobaça,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,10.5
2023.0,Alcobaça,Município,Total,10º ano,% dos alunos,8.2
2023.0,Alcobaça,Município,Total,11º ano,% dos alunos,2.8
2023.0,Alcobaça,Município,Total,12º ano,% dos alunos,12.1
2023.0,Alcobaça,Município,Total,Total,% dos alunos,8.0
2023.0,Alcochete,Município,Cursos gerais,10º ano,% dos alunos,7.7
2023.0,Alcochete,Município,Cursos gerais,11º ano,% dos alunos,2.7
2023.0,Alcochete,Município,Cursos gerais,12º ano,% dos alunos,20.2
2023.0,Alcochete,Município,Cursos gerais,Total,% dos alunos,9.7
2023.0,Alcochete,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,0.0
2023.0,Alcochete,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,4.1
2023.0,Alcochete,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,23.5
2023.0,Alcochete,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,8.2
2023.0,Alcochete,Município,Total,10º ano,% dos alunos,5.9
2023.0,Alcochete,Município,Total,11º ano,% dos alunos,3.0
2023.0,Alcochete,Município,Total,12º ano,% dos alunos,21.0
2023.0,Alcochete,Município,Total,Total,% dos alunos,9.4
2023.0,Alcoutim,Município,Cursos gerais,10º ano,% dos alunos,
2023.0,Alcoutim,Município,Cursos gerais,11º ano,% dos alunos,
2023.0,Alcoutim,Município,Cursos gerais,12º ano,% dos alunos,
2023.0,Alcoutim,Município,Cursos gerais,Total,% dos alunos,
2023.0,Alcoutim,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,
2023.0,Alcoutim,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,
2023.0,Alcoutim,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,
2023.0,Alcoutim,Município,Cursos Tecnológicos e Profissionais,Total,% dos alunos,
2023.0,Alcoutim,Município,Total,10º ano,% dos alunos,
2023.0,Alcoutim,Município,Total,11º ano,% dos alunos,
2023.0,Alcoutim,Município,Total,12º ano,% dos alunos,
2023.0,Alcoutim,Município,Total,Total,% dos alunos,
2023.0,Alenquer,Município,Cursos gerais,10º ano,% dos alunos,13.6
2023.0,Alenquer,Município,Cursos gerais,11º ano,% dos alunos,5.8
2023.0,Alenquer,Município,Cursos gerais,12º ano,% dos alunos,17.6
2023.0,Alenquer,Município,Cursos gerais,Total,% dos alunos,12.3
2023.0,Alenquer,Município,Cursos Tecnológicos e Profissionais,10º ano,% dos alunos,12.4
2023.0,Alenquer,Município,Cursos Tecnológicos e Profissionais,11º ano,% dos alunos,6.9
2023.0,Alenquer,Município,Cursos Tecnológicos e Profissionais,12º ano,% dos alunos,13.7
